title,type,question,A,B,C,D,answer,image
F4 Chp 4,radio,Melaka_Q04,A,B,C,D,A,Melaka 2024/Picture4.png
F4 Chp 4,radio,NegeriSembilan_Q04,A,B,C,D,C,Negeri Sembilan 2024/Picture4.png
F4 Chp 4,radio,Kedah_Q05,A,B,C,D,D,Kedah 2024/Picture5.png
F4 Chp 4,radio,NegeriSembilan_Q05,A,B,C,D,B,Negeri Sembilan 2024/Picture5.png
F4 Chp 4,radio,Kedah_Q06,A,B,C,D,A,Kedah 2024/Picture6.png
F4 Chp 4,radio,Pahang_Q06,A,B,C,D,A,Pahang 2024/Picture6.png
F4 Chp 4,radio,Perak_Q06,A,B,C,D,A,Perak 2024/Picture6.png
F4 Chp 4,radio,SelangorSet1_Q06,A,B,C,D,A,Selangor Set 1 2024/Picture6.png
F4 Chp 4,radio,SelangorSet2_Q06,A,B,C,D,A,Selangor Set 2 2024/Picture6.png
F4 Chp 4,radio,Smka_Q06,A,B,C,D,B,SMKA 2024/Picture6.png
F4 Chp 4,radio,KelantanYik_Q07,A,B,C,D,B,Kelantan YIK 2024/Picture7.png
F4 Chp 4,radio,Pahang_Q07,A,B,C,D,B,Pahang 2024/Picture7.png
F4 Chp 4,radio,PenangSet1_Q07,A,B,C,D,A,Penang Set 1 2024/Picture7.png
F4 Chp 4,radio,PenangSet2_Q07,A,B,C,D,B,Penang Set 2 2024/Picture7.png
F4 Chp 4,radio,Perak_Q07,A,B,C,D,B,Perak 2024/Picture7.png
F4 Chp 4,radio,SelangorSet1_Q07,A,B,C,D,D,Selangor Set 1 2024/Picture7.png
F4 Chp 4,radio,SelangorSet2_Q07,A,B,C,D,D,Selangor Set 2 2024/Picture7.png
F4 Chp 4,radio,Smka_Q07,A,B,C,D,A,SMKA 2024/Picture7.png
F4 Chp 4,radio,Kelantan_Q08,A,B,C,D,D,Kelantan 2024/Picture8.png
F4 Chp 4,radio,KelantanYik_Q08,A,B,C,D,C,Kelantan YIK 2024/Picture8.png
F4 Chp 4,radio,PenangSet1_Q08,A,B,C,D,C,Penang Set 1 2024/Picture8.png
F4 Chp 4,radio,PenangSet2_Q08,A,B,C,D,A,Penang Set 2 2024/Picture8.png
F4 Chp 4,radio,SelangorSet1_Q08,A,B,C,D,D,Selangor Set 1 2024/Picture8.png
F4 Chp 4,radio,SelangorSet2_Q08,A,B,C,D,A,Selangor Set 2 2024/Picture8.png
F4 Chp 4,radio,Kelantan_Q09,A,B,C,D,D,Kelantan 2024/Picture9.png
F4 Chp 4,radio,Kelantan_Q10,A,B,C,D,C,Kelantan 2024/Picture10.png
