title,type,question,A,B,C,D,answer,image
F5 Chp 4,radio,NegeriSembilan_Q29,A,B,C,D,D,Negeri Sembilan 2024/Picture29.png
F5 Chp 4,radio,Pahang_Q29,A,B,C,D,B,Pahang 2024/Picture29.png
F5 Chp 4,radio,Kelantan_Q30,A,B,C,D,B,Kelantan 2024/Picture30.png
F5 Chp 4,radio,KelantanYik_Q30,A,B,C,D,A,Kelantan YIK 2024/Picture30.png
F5 Chp 4,radio,NegeriSembilan_Q30,A,B,C,D,C,Negeri Sembilan 2024/Picture30.png
F5 Chp 4,radio,Pahang_Q30,A,B,C,D,A,Pahang 2024/Picture30.png
F5 Chp 4,radio,Kedah_Q31,A,B,C,D,C,Kedah 2024/Picture31.png
F5 Chp 4,radio,Kelantan_Q31,A,B,C,D,B,Kelantan 2024/Picture31.png
F5 Chp 4,radio,KelantanYik_Q31,A,B,C,D,C,Kelantan YIK 2024/Picture31.png
F5 Chp 4,radio,Melaka_Q31,A,B,C,D,D,Melaka 2024/Picture31.png
F5 Chp 4,radio,NegeriSembilan_Q31,A,B,C,D,A,Negeri Sembilan 2024/Picture31.png
F5 Chp 4,radio,PenangSet_Q31,A,B,C,D,B,Penang Set 1 2024/Picture31.png
F5 Chp 4,radio,PenangSet_Q31,A,B,C,D,C,Penang Set 2 2024/Picture31.png
F5 Chp 4,radio,Perak_Q31,A,B,C,D,D,Perak 2024/Picture31.png
F5 Chp 4,radio,Kedah_Q32,A,B,C,D,C,Kedah 2024/Picture32.png
F5 Chp 4,radio,Melaka_Q32,A,B,C,D,A,Melaka 2024/Picture32.png
F5 Chp 4,radio,PenangSet_Q32,A,B,C,D,D,Penang Set 1 2024/Picture32.png
F5 Chp 4,radio,PenangSet_Q32,A,B,C,D,A,Penang Set 2 2024/Picture32.png
F5 Chp 4,radio,Perak_Q32,A,B,C,D,D,Perak 2024/Picture32.png
F5 Chp 4,radio,Smka_Q32,A,B,C,D,B,SMKA 2024/Picture32.png
F5 Chp 4,radio,Smka_Q33,A,B,C,D,D,SMKA 2024/Picture33.png
