title,type,question,A,B,C,D,answer,image
F4 Chp 8,radio,Melaka_Q11,A,B,C,D,C,ByChapter_2024/Melaka 2024/Picture11.png
F4 Chp 8,radio,Melaka_Q12,A,B,C,D,A,ByChapter_2024/Melaka 2024/Picture12.png
F4 Chp 8,radio,NegeriSembilan_Q12,A,B,C,D,A,ByChapter_2024/Negeri Sembilan 2024/Picture12.png
F4 Chp 8,radio,Kedah_Q13,A,B,C,D,B,ByChapter_2024/Kedah 2024/Picture13.png
F4 Chp 8,radio,Melaka_Q13,A,B,C,D,A,ByChapter_2024/Melaka 2024/Picture13.png
F4 Chp 8,radio,NegeriSembilan_Q13,A,B,C,D,A,ByChapter_2024/Negeri Sembilan 2024/Picture13.png
F4 Chp 8,radio,Pahang_Q13,A,B,C,D,C,ByChapter_2024/Pahang 2024/Picture13.png
F4 Chp 8,radio,Kedah_Q14,A,B,C,D,B,ByChapter_2024/Kedah 2024/Picture14.png
F4 Chp 8,radio,NegeriSembilan_Q14,A,B,C,D,C,ByChapter_2024/Negeri Sembilan 2024/Picture14.png
F4 Chp 8,radio,Perak_Q14,A,B,C,D,D,ByChapter_2024/Perak 2024/Picture14.png
F4 Chp 8,radio,PenangSet_Q15,A,B,C,D,B,ByChapter_2024/Penang Set 1 2024/Picture15.png
F4 Chp 8,radio,PenangSet_Q15,A,B,C,D,D,ByChapter_2024/Penang Set 2 2024/Picture15.png
F4 Chp 8,radio,Perak_Q15,A,B,C,D,C,ByChapter_2024/Perak 2024/Picture15.png
F4 Chp 8,radio,SelangorSet_Q15,A,B,C,D,A,ByChapter_2024/Selangor Set 1 2024/Picture15.png
F4 Chp 8,radio,SelangorSet_Q15,A,B,C,D,C,ByChapter_2024/Selangor Set 2 2024/Picture15.png
F4 Chp 8,radio,Kelantan_Q16,A,B,C,D,B,ByChapter_2024/Kelantan 2024/Picture16.png
F4 Chp 8,radio,KelantanYik_Q16,A,B,C,D,A,ByChapter_2024/Kelantan YIK 2024/Picture16.png
F4 Chp 8,radio,PenangSet_Q16,A,B,C,D,D,ByChapter_2024/Penang Set 1 2024/Picture16.png
F4 Chp 8,radio,PenangSet_Q16,A,B,C,D,A,ByChapter_2024/Penang Set 2 2024/Picture16.png
F4 Chp 8,radio,Smka_Q16,A,B,C,D,A,ByChapter_2024/SMKA 2024/Picture16.png
F4 Chp 8,radio,Kelantan_Q17,A,B,C,D,C,ByChapter_2024/Kelantan 2024/Picture17.png
F4 Chp 8,radio,KelantanYik_Q17,A,B,C,D,B,ByChapter_2024/Kelantan YIK 2024/Picture17.png
F4 Chp 8,radio,Smka_Q17,A,B,C,D,C,ByChapter_2024/SMKA 2024/Picture17.png
