title,type,question,A,B,C,D,answer,image
F4 Chp 12,radio,Melaka_Q19,A,B,C,D,A,ByChapter_2024/Melaka 2024/Picture19.png
F4 Chp 12,radio,Pahang_Q19,A,B,C,D,B,ByChapter_2024/Pahang 2024/Picture19.png
F4 Chp 12,radio,Melaka_Q20,A,B,C,D,B,ByChapter_2024/Melaka 2024/Picture20.png
F4 Chp 12,radio,Pahang_Q20,A,B,C,D,D,ByChapter_2024/Pahang 2024/Picture20.png
F4 Chp 12,radio,SelangorSet_Q20,A,B,C,D,D,ByChapter_2024/Selangor Set 1 2024/Picture20.png
F4 Chp 12,radio,SelangorSet_Q20,A,B,C,D,D,ByChapter_2024/Selangor Set 2 2024/Picture20.png
F4 Chp 12,radio,NegeriSembilan_Q21,A,B,C,D,D,ByChapter_2024/Negeri Sembilan 2024/Picture21.png
F4 Chp 12,radio,PenangSet_Q21,A,B,C,D,B,ByChapter_2024/Penang Set 1 2024/Picture21.png
F4 Chp 12,radio,PenangSet_Q21,A,B,C,D,B,ByChapter_2024/Penang Set 2 2024/Picture21.png
F4 Chp 12,radio,Kedah_Q22,A,B,C,D,B,ByChapter_2024/Kedah 2024/Picture22.png
F4 Chp 12,radio,Kelantan_Q22,A,B,C,D,D,ByChapter_2024/Kelantan 2024/Picture22.png
F4 Chp 12,radio,NegeriSembilan_Q22,A,B,C,D,D,ByChapter_2024/Negeri Sembilan 2024/Picture22.png
F4 Chp 12,radio,PenangSet_Q22,A,B,C,D,A,ByChapter_2024/Penang Set 1 2024/Picture22.png
F4 Chp 12,radio,PenangSet_Q22,A,B,C,D,A,ByChapter_2024/Penang Set 2 2024/Picture22.png
F4 Chp 12,radio,Kedah_Q23,A,B,C,D,D,ByChapter_2024/Kedah 2024/Picture23.png
F4 Chp 12,radio,Kelantan_Q23,A,B,C,D,A,ByChapter_2024/Kelantan 2024/Picture23.png
F4 Chp 12,radio,KelantanYik_Q23,A,B,C,D,A,ByChapter_2024/Kelantan YIK 2024/Picture23.png
F4 Chp 12,radio,Perak_Q23,A,B,C,D,D,ByChapter_2024/Perak 2024/Picture23.png
F4 Chp 12,radio,Smka_Q24,A,B,C,D,B,ByChapter_2024/SMKA 2024/Picture24.png
F4 Chp 12,radio,Smka_Q25,A,B,C,D,A,ByChapter_2024/SMKA 2024/Picture25.png
